FEMALE,HASCHLD,AFTER_ZT,ARRST_GR,EDUC_GR,AGEGROUP,INPERS,IN57,NONRES,TYPEAREA,RACE_ALL,APP_QTR,EARNY4,TREATMNT
0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,126.20635080609163,0.0
1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,135.95521591606044,1.0
1.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,455.6317437030684,1.0
0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,135.86882572594297,0.0
1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,349.18998359500233,1.0
1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,295.2374136612132,1.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,11.872512929378452,0.0
0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,30.0,0.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,396.10369037450556,0.0
0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,274.63941118785493,1.0
0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,243.04385542238202,1.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,41.285481475313915,1.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,8.515432172666403,1.0
0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,256.59486052823917,1.0
0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,602.1282437214229,0.0
1.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,450.7369671646131,1.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,401.87387286108344,1.0
0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,234.21977611212625,1.0
1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,190.1925548500077,1.0
0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,275.1773685588719,1.0
0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,4.045724136669296,1.0
1.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,100.84411487625843,1.0
0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,512.6540055521946,0.0
0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,147.32235183750234,0.0
1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,280.5031921901723,1.0
0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,214.34283799737767,0.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,86.41143767574366,0.0
1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0
1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,19.067163343144337,1.0
0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,76.31141800421634,1.0
1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,151.49392364810228,0.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,115.92578505246091,0.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,320.03607622611884,1.0
0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,409.67068877709886,1.0
0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,428.55963677465627,0.0
0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,278.2513522132432,0.0
0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,333.9366526053852,1.0
0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,100.80756168526054,0.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,168.3049640619786,0.0
0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,340.31243718051974,1.0
1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,4.0,1.0,150.01691073099312,1.0
1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,245.75098597105017,1.0
1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,19.65029879203646,1.0
1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,311.9365433420571,0.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,457.1943946087412,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0
1.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,40.467450179434536,1.0
0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,228.0207515969509,0.0
1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,295.03382146198624,1.0
0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,300.03382146198624,1.0
0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,30.0,0.0
1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,284.67029911877364,0.0
0.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,226.95449911748716,1.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,229.0352336310816,0.0
1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,204.91931701192584,0.0
1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,580.4681918617663,1.0
0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,203.58749903801112,1.0
1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,286.840823600931,0.0
0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,38.74553416073119,1.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,130.6360645951027,0.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,168.3049640619786,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,181.17757005411812,0.0
1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,176.86206971402106,1.0
0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,291.2721291902054,0.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,94.47786814467248,0.0
1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,690.5077813775799,0.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,137.2227569276289,0.0
1.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,210.24085742059518,1.0
1.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,217.07510047859358,1.0
0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,122.67073494936695,1.0
0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,201.58396406787085,1.0
1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,145.39016309624247,1.0
0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,397.9532349913893,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,168.3049640619786,0.0
0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,475.5055433706626,1.0
0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,185.47027287936103,0.0
0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,248.43340485666928,1.0
1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,39.520153995157116,0.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,168.3049640619786,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,251.40004048391253,1.0
0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,463.0617641980806,1.0
0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,64.57702941014216,1.0
1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,230.1520500774458,1.0
0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,321.39209720954733,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,261.87504217074206,1.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,215.05788528751123,1.0
1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0
1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,617.5523673430832,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,66.91246082472179,0.0
0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,242.590948961429,1.0
1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,58.67135921441981,1.0
1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,206.36609165905583,0.0
0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,215.34625370627938,1.0
1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,103.30785160913518,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,114.16933376378725,1.0
1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0
0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,55.14763254784764,0.0
0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,19.879871391442705,1.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,138.3205389830499,1.0
0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,140.55269582907272,0.0
1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,216.92173415119578,1.0
1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,347.6982755223063,1.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,378.5449850637783,1.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,186.45459440309943,1.0
0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,719.2668027118596,1.0
1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,213.31709279804292,1.0
1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,404.1517936668031,1.0
0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,250.14474916383833,1.0
0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,34.054608347559835,0.0
0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,40.07391265401511,1.0
0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,234.21977611212625,1.0
0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,287.42097918347866,0.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,50.31501087346394,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,30.04136986574158,1.0
0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,44.82610059635878,1.0
1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,1.0,59.27418814456084,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,476.13644031044026,1.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,154.14921217076477,1.0
0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,110.67936493298649,1.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,298.2944277508393,1.0
1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,100.81961024991168,0.0
1.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,4.0,1.0,209.19825758557866,0.0
1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,121.82087469007182,1.0
1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,130.66818507748096,1.0
0.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,93.12246818670928,0.0
0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,232.9777904357903,0.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,284.4857034719492,0.0
1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,74.15008619585637,1.0
0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,145.78545695991295,1.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.586692332526187,1.0
0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,103.69858704775052,1.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,264.41910441574566,1.0
0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,280.1283214649601,0.0
0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,218.95312754655464,0.0
0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,318.6995293076739,1.0
0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,3.0,1.0,1.0,323.01744072390557,1.0
0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,370.2082649027297,0.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,468.2940939972908,1.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,42.31776447251352,0.0
0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,339.4423606118939,0.0
0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1148.1986666543876,1.0
1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,5.0,1.0,223.9745020950329,0.0
0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,313.75951005827926,1.0
1.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,238.7217729392847,0.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,57.25271123681107,1.0
1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,116.55295916578638,1.0
1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,212.45961097639105,0.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,11.176504726624653,1.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,210.33504181866954,0.0
1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,208.4545724928243,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,310.06376683255246,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,163.7202900510531,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,175.65459752137002,1.0
1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,4.0,1.0,203.35946900035037,0.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,229.56918846759407,1.0
0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,379.9060432574277,1.0
1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,135.29794485649413,1.0
1.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,186.1787449515726,1.0
0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,247.50294826416547,1.0
1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,48.30241043852538,1.0
0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,197.6456251774175,0.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,168.3049640619786,0.0
1.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,31.203160661252184,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0
1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,440.2577212812341,0.0
0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,428.2122436205244,1.0
0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,234.21977611212625,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,168.3049640619786,0.0
0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,149.84725056497075,1.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,69.16026949152496,0.0
0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,5.0,1.0,460.7015368169417,0.0
0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,170.5871535667783,1.0
1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,6.0,1.0,250.79121392132922,0.0
0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,414.3062385871491,0.0
1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,78.1934905203808,0.0
0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,430.570516907336,0.0
0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,312.47413658994685,1.0
0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,34.65332021612389,1.0
1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,200.6444068542869,1.0
0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,176.6757874384042,0.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,456.9875707873044,1.0
0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,325.80112861641453,1.0
0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,433.77159010265933,0.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,64.40321391803383,0.0
0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,284.4453098104615,1.0
1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,273.4589058393634,1.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,2.744455138552578,1.0
1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,171.3521600368607,1.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,243.607678388951,0.0
